% Temperatura Superficial del Mar y su Anomalía
% Estación Costera Chimbote (09°27'19.8"S, 78°23'0.2"W)
%  = Promedio diario de la Temperatura Superficial del Mar en grados Celsius (°C)
%    para los últimos 12 meses
%  = Anomalía diaria de la Temperatura Superficial del Mar en grados Celsius (°C)
%    con respecto a la Climatología de 1981-2010
%
% Consultas: cgrados@imarpe.gob.pe
%
% yyyy   mm   dd    TSM     ATSM
  2018   10   16   18.97    0.38
  2018   10   17   19.00    0.41
  2018   10   18   19.27    0.59
  2018   10   19   19.43    0.75
  2018   10   20   19.30    0.62
  2018   10   21   19.33    0.65
  2018   10   22   18.70    0.02
  2018   10   23   19.10    0.32
  2018   10   24   18.97    0.19
  2018   10   25   19.10    0.32
  2018   10   26   18.77   -0.01
  2018   10   27   18.33   -0.45
  2018   10   28   18.33   -0.55
  2018   10   29   18.80   -0.08
  2018   10   30   18.67   -0.21
  2018   10   31   19.20    0.32
  2018   11   01   18.33   -0.55
  2018   11   02   18.73   -0.26
  2018   11   03   18.93   -0.06
  2018   11   04   19.03    0.04
  2018   11   05   19.10    0.11
  2018   11   06   19.33    0.34
  2018   11   07   19.30    0.19
  2018   11   08   18.90   -0.21
  2018   11   09   19.33    0.22
  2018   11   10   18.70   -0.41
  2018   11   11   18.93   -0.18
  2018   11   12   19.53    0.30
  2018   11   13   19.53    0.30
  2018   11   14   19.10   -0.13
  2018   11   15   19.70    0.47
  2018   11   16   20.13    0.90
  2018   11   17   20.23    0.85
  2018   11   18   20.43    1.05
  2018   11   19   20.20    0.82
  2018   11   20   20.47    1.09
  2018   11   21   20.43    1.05
  2018   11   22   20.40    0.88
  2018   11   23   20.13    0.61
  2018   11   24   20.37    0.85
  2018   11   25   20.27    0.75
  2018   11   26   20.33    0.81
  2018   11   27   20.40    0.72
  2018   11   28   20.53    0.85
  2018   11   29   20.70    1.02
  2018   11   30   20.40    0.72
  2018   12   01   20.77    1.09
  2018   12   02   20.97    1.15
  2018   12   03   20.93    1.11
  2018   12   04   20.87    1.05
  2018   12   05   20.90    1.08
  2018   12   06   21.43    1.61
  2018   12   07   20.90    0.93
  2018   12   08   21.00    1.03
  2018   12   09   21.23    1.26
  2018   12   10   21.83    1.86
  2018   12   11   21.50    1.53
  2018   12   12   21.67    1.51
  2018   12   13   21.83    1.67
  2018   12   14   21.77    1.61
  2018   12   15   21.83    1.67
  2018   12   16   21.93    1.77
  2018   12   17   21.70    1.37
  2018   12   18   22.73    2.40
  2018   12   19   23.17    2.84
  2018   12   20   23.40    3.07
  2018   12   21   22.73    2.40
  2018   12   22   22.53    2.05
  2018   12   23   22.13    1.65
  2018   12   24   22.07    1.59
  2018   12   25   21.90    1.42
  2018   12   26   21.10    0.62
  2018   12   27   22.73    2.09
  2018   12   28   22.83    2.19
  2018   12   29   22.20    1.56
  2018   12   30   22.53    1.89
  2018   12   31   22.67    2.03
  2019   01   01   23.17    2.37
  2019   01   02   23.10    2.30
  2019   01   03   22.53    1.73
  2019   01   04   22.97    2.17
  2019   01   05   23.07    2.27
  2019   01   06   23.20    2.25
  2019   01   07   22.93    1.98
  2019   01   08   22.40    1.45
  2019   01   09   22.77    1.82
  2019   01   10   23.10    2.15
  2019   01   11   22.50    1.43
  2019   01   12   23.63    2.56
  2019   01   13   23.53    2.46
  2019   01   14   23.03    1.96
  2019   01   15   23.17    2.10
  2019   01   16   23.40    2.21
  2019   01   17   22.80    1.61
  2019   01   18   22.40    1.21
  2019   01   19   22.93    1.74
  2019   01   20   22.53    1.34
  2019   01   21   22.47    1.18
  2019   01   22   22.30    1.01
  2019   01   23   22.77    1.48
  2019   01   24   22.17    0.88
  2019   01   25   22.43    1.14
  2019   01   26   22.87    1.42
  2019   01   27   23.13    1.68
  2019   01   28   22.43    0.98
  2019   01   29   22.97    1.52
  2019   01   30   23.23    1.78
  2019   01   31   22.90    1.25
  2019   02   01   22.00    0.35
  2019   02   02   23.17    1.52
  2019   02   03   24.17    2.52
  2019   02   04   23.37    1.72
  2019   02   05   24.67    2.87
  2019   02   06   22.13    0.33
  2019   02   07   22.93    1.13
  2019   02   08   23.37    1.57
  2019   02   09   24.03    2.23
  2019   02   10   24.33    2.36
  2019   02   11   23.93    1.96
  2019   02   12   22.27    0.30
  2019   02   13   23.23    1.26
  2019   02   14   22.73    0.76
  2019   02   15   22.17    0.04
  2019   02   16   24.13    2.00
  2019   02   17   23.47    1.34
  2019   02   18   21.97   -0.16
  2019   02   19   22.50    0.37
  2019   02   20   21.73   -0.55
  2019   02   21   22.13   -0.15
  2019   02   22   23.40    1.12
  2019   02   23   23.37    1.09
  2019   02   24   24.03    1.75
  2019   02   25   24.17    1.80
  2019   02   26   23.00    0.63
  2019   02   27   22.70    0.33
  2019   02   28   22.10   -0.27
  2019   03   01   21.53   -0.84
  2019   03   02   22.87    0.47
  2019   03   03   23.07    0.67
  2019   03   04   22.63    0.23
  2019   03   05   21.40   -1.00
  2019   03   06   21.97   -0.43
  2019   03   07   21.80   -0.60
  2019   03   08   22.30   -0.10
  2019   03   09   23.17    0.77
  2019   03   10   22.87    0.47
  2019   03   11   20.93   -1.47
  2019   03   12   21.23   -1.15
  2019   03   13   20.90   -1.48
  2019   03   14   21.23   -1.15
  2019   03   15   21.90   -0.48
  2019   03   16   22.77    0.39
  2019   03   17   22.77    0.43
  2019   03   18   21.47   -0.87
  2019   03   19   21.57   -0.77
  2019   03   20   20.57   -1.77
  2019   03   21   20.07   -2.27
  2019   03   22   20.43   -1.80
  2019   03   23   20.93   -1.30
  2019   03   24   20.63   -1.60
  2019   03   25   20.20   -2.03
  2019   03   26   20.03   -2.20
  2019   03   27   19.97   -2.08
  2019   03   28   19.63   -2.42
  2019   03   29   20.37   -1.68
  2019   03   30   20.63   -1.42
  2019   03   31   20.50   -1.55
  2019   04   01   20.50   -1.33
  2019   04   02   19.57   -2.26
  2019   04   03   19.97   -1.86
  2019   04   04   19.93   -1.90
  2019   04   05   20.50   -1.33
  2019   04   06   19.37   -2.24
  2019   04   07   20.23   -1.38
  2019   04   08   20.67   -0.94
  2019   04   09   20.57   -1.04
  2019   04   10   21.00   -0.61
  2019   04   11   20.97   -0.39
  2019   04   12   20.03   -1.33
  2019   04   13   20.70   -0.66
  2019   04   14   20.50   -0.86
  2019   04   15   19.73   -1.63
  2019   04   16   20.40   -0.67
  2019   04   17   20.10   -0.97
  2019   04   18   20.77   -0.30
  2019   04   19   21.10    0.03
  2019   04   20   21.20    0.13
  2019   04   21   21.37    0.56
  2019   04   22   21.20    0.39
  2019   04   23   20.77   -0.04
  2019   04   24   21.47    0.66
  2019   04   25   21.87    1.06
  2019   04   26   21.00    0.42
  2019   04   27   20.63    0.05
  2019   04   28   20.30   -0.28
  2019   04   29   20.10   -0.48
  2019   04   30   20.20   -0.38
  2019   05   01   19.70   -0.69
  2019   05   02   19.93   -0.46
  2019   05   03   19.90   -0.49
  2019   05   04   20.07   -0.32
  2019   05   05   19.30   -1.09
  2019   05   06   19.83   -0.36
  2019   05   07   20.20    0.01
  2019   05   08   19.83   -0.36
  2019   05   09   20.47    0.28
  2019   05   10   19.67   -0.52
  2019   05   11   19.83   -0.19
  2019   05   12   19.60   -0.42
  2019   05   13   19.80   -0.22
  2019   05   14   21.03    1.01
  2019   05   15   20.57    0.55
  2019   05   16   20.57    0.70
  2019   05   17   20.47    0.60
  2019   05   18   20.03    0.16
  2019   05   19   20.20    0.33
  2019   05   20   19.87    0.00
  2019   05   21   19.93    0.23
  2019   05   22   19.67   -0.03
  2019   05   23   19.87    0.17
  2019   05   24   19.63   -0.07
  2019   05   25   19.67   -0.03
  2019   05   26   20.00    0.45
  2019   05   27   19.77    0.22
  2019   05   28   19.60    0.05
  2019   05   29   19.73    0.18
  2019   05   30   19.70    0.15
  2019   05   31   19.77    0.35
  2019   06   01   19.60    0.18
  2019   06   02   19.27   -0.15
  2019   06   03   19.43    0.01
  2019   06   04   18.70   -0.72
  2019   06   05   19.30   -0.02
  2019   06   06   19.60    0.28
  2019   06   07   19.37    0.05
  2019   06   08   19.37    0.05
  2019   06   09   19.43    0.11
  2019   06   10   19.50    0.29
  2019   06   11   19.33    0.12
  2019   06   12   19.40    0.19
  2019   06   13   19.17   -0.04
  2019   06   14   18.67   -0.54
  2019   06   15   18.87   -0.23
  2019   06   16   18.97   -0.13
  2019   06   17   18.77   -0.33
  2019   06   18   18.83   -0.27
  2019   06   19   18.57   -0.53
  2019   06   20   18.00   -1.01
  2019   06   21   18.63   -0.38
  2019   06   22   18.40   -0.61
  2019   06   23   18.30   -0.71
  2019   06   24   18.17   -0.84
  2019   06   25   18.57   -0.35
  2019   06   26   18.03   -0.89
  2019   06   27   18.37   -0.55
  2019   06   28   18.73   -0.19
  2019   06   29   18.50   -0.42
  2019   06   30   18.53   -0.31
  2019   07   01   18.10   -0.74
  2019   07   02   18.50   -0.34
  2019   07   03   18.07   -0.77
  2019   07   04   18.13   -0.71
  2019   07   05   18.17   -0.57
  2019   07   06   17.83   -0.91
  2019   07   07   17.83   -0.91
  2019   07   08   18.53   -0.21
  2019   07   09   18.20   -0.54
  2019   07   10   18.63   -0.02
  2019   07   11   18.30   -0.35
  2019   07   12   18.73    0.08
  2019   07   13   18.20   -0.45
  2019   07   14   18.03   -0.62
  2019   07   15   18.63    0.09
  2019   07   16   18.73    0.19
  2019   07   17   18.53   -0.01
  2019   07   18   18.10   -0.44
  2019   07   19   17.57   -0.97
  2019   07   20   17.93   -0.53
  2019   07   21   17.53   -0.93
  2019   07   22   17.60   -0.86
  2019   07   23   17.87   -0.59
  2019   07   24   18.20   -0.26
  2019   07   25   17.50   -0.89
  2019   07   26   17.50   -0.89
  2019   07   27   16.63   -1.76
  2019   07   28   16.80   -1.59
  2019   07   29   16.47   -1.92
  2019   07   30   16.60   -1.73
  2019   07   31   16.83   -1.50
  2019   08   01   17.33   -1.00
  2019   08   02   17.33   -1.00
  2019   08   03   17.33   -1.00
  2019   08   04   16.87   -1.43
  2019   08   05   17.60   -0.70
  2019   08   06   17.27   -1.03
  2019   08   07   17.17   -1.13
  2019   08   08   17.60   -0.70
  2019   08   09   17.00   -1.28
  2019   08   10   16.73   -1.55
  2019   08   11   16.67   -1.61
  2019   08   12   16.67   -1.61
  2019   08   13   17.10   -1.18
  2019   08   14   16.87   -1.44
  2019   08   15   17.70   -0.61
  2019   08   16   17.83   -0.48
  2019   08   17   16.73   -1.58
  2019   08   18   17.50   -0.81
  2019   08   19   17.60   -0.74
  2019   08   20   17.53   -0.81
  2019   08   21   18.00   -0.34
  2019   08   22   18.00   -0.34
  2019   08   23   17.67   -0.67
  2019   08   24   17.67   -0.71
  2019   08   25   17.00   -1.38
  2019   08   26   17.60   -0.78
  2019   08   27   17.40   -0.98
  2019   08   28   17.07   -1.31
  2019   08   29   17.17   -1.25
  2019   08   30   17.63   -0.79
  2019   08   31   17.13   -1.29
  2019   09   01   17.07   -1.35
  2019   09   02   18.17   -0.25
  2019   09   03   17.23   -1.20
  2019   09   04   17.87   -0.56
  2019   09   05   18.73    0.30
  2019   09   06   18.33   -0.10
  2019   09   07   18.30   -0.13
  2019   09   08   18.07   -0.36
  2019   09   09   17.80   -0.63
  2019   09   10   17.60   -0.83
  2019   09   11   17.90   -0.53
  2019   09   12   17.87   -0.56
  2019   09   13   17.53   -0.88
  2019   09   14   17.33   -1.08
  2019   09   15   17.40   -1.01
  2019   09   16   17.77   -0.64
  2019   09   17   18.17   -0.24
  2019   09   18   17.67   -0.73
  2019   09   19   18.20   -0.20
  2019   09   20   18.17   -0.23
  2019   09   21   17.80   -0.60
  2019   09   22   17.73   -0.67
  2019   09   23   17.53   -0.87
  2019   09   24   17.60   -0.80
  2019   09   25   17.33   -1.07
  2019   09   26   17.53   -0.87
  2019   09   27   17.27   -1.13
  2019   09   28   17.47   -0.94
  2019   09   29   17.73   -0.68
  2019   09   30   16.90   -1.51
  2019   10   01   17.60   -0.81
  2019   10   02   17.77   -0.64
  2019   10   03   18.00   -0.45
  2019   10   04   18.17   -0.28
  2019   10   05   17.70   -0.75
  2019   10   06   17.30   -1.15
  2019   10   07   17.57   -0.88
  2019   10   08   17.47   -1.04
  2019   10   09   17.37   -1.14
  2019   10   10   17.20   -1.31
  2019   10   11   17.53   -0.98
  2019   10   12   18.43   -0.08
  2019   10   13   18.53   -0.06
  2019   10   14   18.37   -0.22
  2019   10   15   18.40   -0.19
  2019   10   16   19.07    0.48
  2019   10   17   19.03    0.44
  2019   10   18   18.87    0.19
  2019   10   19   18.47   -0.21
  2019   10   20   18.10   -0.58
  2019   10   21   18.10   -0.58
  2019   10   22   18.43   -0.25
  2019   10   23   18.00   -0.78
  2019   10   24   18.03   -0.75
  2019   10   25   17.87   -0.91
  2019   10   26   17.90   -0.88
  2019   10   27   18.10   -0.68
  2019   10   28   18.33   -0.55
  2019   10   29   17.63   -1.25
  2019   10   30   18.17   -0.71
  2019   10   31   17.93   -0.95
  2019   11   01   18.33   -0.55
  2019   11   02   18.00   -0.99
  2019   11   03   18.13   -0.86
  2019   11   04   18.93   -0.06
  2019   11   05   19.63    0.64
  2019   11   06   19.47    0.48
  2019   11   07   18.70   -0.41
  2019   11   08   19.30    0.19
  2019   11   09   18.27   -0.84
  2019   11   10   18.73   -0.38
  2019   11   11   19.27    0.16
  2019   11   12   19.37    0.14
  2019   11   13   19.87    0.64
  2019   11   14   19.60    0.37
  2019   11   15   20.10    0.87
  2019   11   16   19.97    0.74
  2019   11   17   19.73    0.35
  2019   11   18   19.87    0.49
  2019   11   19   18.70   -0.68
  2019   11   20   18.77   -0.61
  2019   11   21   19.37   -0.01
  2019   11   22   19.17   -0.35
  2019   11   23   20.30    0.78
  2019   11   24   19.67    0.15
  2019   11   25   20.97    1.45
  2019   11   26   20.03    0.51
  2019   11   27   20.10    0.42
  2019   11   28   20.57    0.89
  2019   11   29   20.70    1.02
  2019   11   30   21.23    1.55
  2019   12   01   21.60    1.92
  2019   12   02   21.17    1.35
  2019   12   03   21.23    1.41
  2019   12   04   21.33    1.51
  2019   12   05   22.47    2.65
  2019   12   06   22.03    2.21
  2019   12   07   21.57    1.60
  2019   12   08   21.30    1.33
  2019   12   09   21.60    1.63
  2019   12   10   21.70    1.73
  2019   12   11   21.73    1.76
  2019   12   12   21.67    1.51
  2019   12   13   21.33    1.17
  2019   12   14   21.10    0.94
  2019   12   15   21.37    1.21
  2019   12   16   21.03    0.87
  2019   12   17   20.83    0.50
  2019   12   18   20.50    0.17
  2019   12   19   21.27    0.94
  2019   12   20   21.10    0.77
  2019   12   21   22.33    2.00
  2019   12   22   22.53    2.05
  2019   12   23   21.73    1.25
  2019   12   24   22.40    1.92
  2019   12   25   22.23    1.75
  2019   12   26   22.20    1.72
  2019   12   27   21.93    1.29
  2019   12   28   21.03    0.39
  2019   12   29   22.43    1.79
  2019   12   30   22.30    1.66
  2019   12   31   22.30    1.66
  2020   01   01   21.00    0.20
  2020   01   02   21.80    1.00
  2020   01   03   22.13    1.33
  2020   01   04   22.10    1.30
  2020   01   05   21.73    0.93
  2020   01   06   21.33    0.38
  2020   01   07   21.87    0.92
  2020   01   08   22.33    1.38
  2020   01   09   23.23    2.28
  2020   01   10   22.63    1.68
  2020   01   11   21.07    0.00
  2020   01   12   21.73    0.66
  2020   01   13   22.67    1.60
  2020   01   14   22.83    1.76
  2020   01   15   22.60    1.53
  2020   01   16   22.40    1.21
  2020   01   17   22.67    1.48
  2020   01   18   21.70    0.51
  2020   01   19   22.10    0.91
  2020   01   20   21.80    0.61
  2020   01   21   22.07    0.78
  2020   01   22   20.30   -0.99
  2020   01   23   21.27   -0.02
  2020   01   24   22.50    1.21
  2020   01   25   22.77    1.48
  2020   01   26   23.23    1.78
  2020   01   27   23.00    1.55
  2020   01   28   23.70    2.25
  2020   01   29   23.17    1.72
  2020   01   30   22.13    0.68
  2020   01   31   22.50    0.85
  2020   02   01   21.07   -0.58
  2020   02   02   21.40   -0.25
  2020   02   03   22.37    0.72
  2020   02   04   22.40    0.75
  2020   02   05   22.00    0.20
  2020   02   06   22.27    0.47
  2020   02   07   22.80    1.00
  2020   02   08   20.73   -1.07
  2020   02   09   22.37    0.57
  2020   02   10   22.77    0.80
  2020   02   11   21.57   -0.40
  2020   02   12   22.50    0.53
  2020   02   13   22.57    0.60
  2020   02   14   22.83    0.86
  2020   02   15   21.57   -0.56
  2020   02   16   21.43   -0.70
  2020   02   17   23.73    1.60
  2020   02   18   23.77    1.64
  2020   02   19   23.87    1.74
  2020   02   20   23.57    1.29
  2020   02   21   22.60    0.32
  2020   02   22   22.53    0.25
  2020   02   23   22.93    0.65
  2020   02   24   23.90    1.62
  2020   02   25   23.77    1.40
  2020   02   26   23.90    1.53
  2020   02   27   23.63    1.26
  2020   02   28   23.97    1.60
  2020   02   29   23.70    1.33
  2020   03   01   24.20    1.83
  2020   03   02   23.27    0.87
  2020   03   03   23.33    0.93
  2020   03   04   21.93   -0.47
  2020   03   05   23.00    0.60
  2020   03   06   22.87    0.47
  2020   03   07   23.57    1.17
  2020   03   08   22.93    0.53
  2020   03   09   22.63    0.23
  2020   03   10   23.10    0.70
  2020   03   11   23.37    0.97
  2020   03   12   22.13   -0.25
%
% NaN: Dato no disponible
