% Temperatura Superficial del Mar y su Anomalía
% Estación Costera Chicama (07°41'40"S, 79°26'19.3"W)
%  = Promedio diario de la Temperatura Superficial del Mar en grados Celsius (°C)
%    para los últimos 12 meses
%  = Anomalía diaria de la Temperatura Superficial del Mar en grados Celsius (°C)
%    con respecto a la Climatología de 1981-2010
%
% Consultas: cgrados@imarpe.gob.pe
%
% yyyy   mm   dd    TSM     ATSM
  2018   04   23   17.13   -0.71
  2018   04   24   18.07    0.23
  2018   04   25   17.37   -0.47
  2018   04   26   17.30   -0.41
  2018   04   27   17.60   -0.11
  2018   04   28   17.73    0.02
  2018   04   29   17.83    0.12
  2018   04   30   16.90   -0.81
  2018   05   01   17.13   -0.50
  2018   05   02   17.80    0.17
  2018   05   03   17.33   -0.30
  2018   05   04   17.00   -0.63
  2018   05   05   16.50   -1.13
  2018   05   06   16.70   -0.85
  2018   05   07   17.33   -0.22
  2018   05   08   16.80   -0.75
  2018   05   09   17.00   -0.55
  2018   05   10   17.23   -0.32
  2018   05   11   17.57    0.06
  2018   05   12   17.17   -0.34
  2018   05   13   16.47   -1.04
  2018   05   14   16.87   -0.64
  2018   05   15   16.80   -0.71
  2018   05   16   16.87   -0.63
  2018   05   17   17.17   -0.33
  2018   05   18   16.70   -0.80
  2018   05   19   16.67   -0.83
  2018   05   20   16.97   -0.53
  2018   05   21   16.73   -0.78
  2018   05   22   17.20   -0.31
  2018   05   23   17.03   -0.48
  2018   05   24   17.80    0.29
  2018   05   25   17.67    0.16
  2018   05   26   17.53    0.04
  2018   05   27   17.73    0.24
  2018   05   28   17.43   -0.06
  2018   05   29   17.20   -0.29
  2018   05   30   17.33   -0.16
  2018   05   31   17.05   -0.39
  2018   06   01   17.03   -0.41
  2018   06   02   17.10   -0.34
  2018   06   03   17.27   -0.17
  2018   06   04   16.97   -0.47
  2018   06   05   17.23   -0.18
  2018   06   06   16.93   -0.48
  2018   06   07   16.77   -0.64
  2018   06   08   16.90   -0.51
  2018   06   09   17.00   -0.41
  2018   06   10   16.97   -0.40
  2018   06   11   16.90   -0.47
  2018   06   12   16.83   -0.54
  2018   06   13   16.73   -0.64
  2018   06   14   16.87   -0.50
  2018   06   15   16.47   -0.83
  2018   06   16   16.93   -0.37
  2018   06   17   16.23   -1.07
  2018   06   18   17.03   -0.27
  2018   06   19   16.93   -0.37
  2018   06   20   16.23   -0.96
  2018   06   21   16.67   -0.52
  2018   06   22   16.47   -0.72
  2018   06   23   15.90   -1.29
  2018   06   24   16.10   -1.09
  2018   06   25   16.33   -0.77
  2018   06   26   16.73   -0.37
  2018   06   27   16.97   -0.13
  2018   06   28   16.90   -0.20
  2018   06   29   16.13   -0.97
  2018   06   30   16.50   -0.51
  2018   07   01   16.70   -0.31
  2018   07   02   16.27   -0.74
  2018   07   03   16.13   -0.88
  2018   07   04   16.50   -0.51
  2018   07   05   16.57   -0.35
  2018   07   06   16.60   -0.32
  2018   07   07   16.53   -0.39
  2018   07   08   16.43   -0.49
  2018   07   09   16.57   -0.35
  2018   07   10   16.90    0.06
  2018   07   11   16.87    0.03
  2018   07   12   16.87    0.03
  2018   07   13   16.97    0.13
  2018   07   14   16.83   -0.01
  2018   07   15   16.70   -0.07
  2018   07   16   16.77    0.00
  2018   07   17   17.00    0.23
  2018   07   18   17.07    0.30
  2018   07   19   17.03    0.26
  2018   07   20   17.80    1.10
  2018   07   21   17.60    0.90
  2018   07   22   17.50    0.80
  2018   07   23   17.00    0.30
  2018   07   24   16.87    0.17
  2018   07   25   16.83    0.21
  2018   07   26   16.73    0.11
  2018   07   27   16.57   -0.05
  2018   07   28   17.13    0.51
  2018   07   29   17.33    0.71
  2018   07   30   17.47    0.90
  2018   07   31   16.87    0.30
  2018   08   01   17.10    0.53
  2018   08   02   16.80    0.23
  2018   08   03   17.43    0.86
  2018   08   04   17.27    0.77
  2018   08   05   17.27    0.77
  2018   08   06   16.93    0.43
  2018   08   07   16.63    0.13
  2018   08   08   17.13    0.63
  2018   08   09   16.80    0.37
  2018   08   10   16.63    0.20
  2018   08   11   16.30   -0.13
  2018   08   12   17.20    0.77
  2018   08   13   16.13   -0.30
  2018   08   14   16.47    0.12
  2018   08   15   16.77    0.42
  2018   08   16   16.67    0.32
  2018   08   17   17.03    0.68
  2018   08   18   16.97    0.62
  2018   08   19   16.80    0.52
  2018   08   20   16.67    0.39
  2018   08   21   16.40    0.12
  2018   08   22   16.70    0.42
  2018   08   23   16.63    0.35
  2018   08   24   16.80    0.59
  2018   08   25   16.70    0.49
  2018   08   26   16.87    0.66
  2018   08   27   16.80    0.59
  2018   08   28   17.00    0.79
  2018   08   29   17.27    1.14
  2018   08   30   16.73    0.60
  2018   08   31   17.23    1.10
  2018   09   01   16.77    0.64
  2018   09   02   16.90    0.77
  2018   09   03   16.67    0.61
  2018   09   04   16.77    0.71
  2018   09   05   16.27    0.21
  2018   09   06   16.60    0.54
  2018   09   07   16.13    0.07
  2018   09   08   15.80   -0.20
  2018   09   09   16.00    0.00
  2018   09   10   15.73   -0.27
  2018   09   11   15.60   -0.40
  2018   09   12   15.37   -0.63
  2018   09   13   15.37   -0.58
  2018   09   14   15.53   -0.42
  2018   09   15   15.57   -0.38
  2018   09   16   16.03    0.08
  2018   09   17   16.50    0.55
  2018   09   18   16.50    0.62
  2018   09   19   16.30    0.42
  2018   09   20   15.67   -0.21
  2018   09   21   16.03    0.15
  2018   09   22   16.20    0.32
  2018   09   23   15.73   -0.11
  2018   09   24   15.70   -0.14
  2018   09   25   16.00    0.16
  2018   09   26   16.23    0.39
  2018   09   27   15.83   -0.01
  2018   09   28   16.07    0.26
  2018   09   29   15.77   -0.04
  2018   09   30   15.67   -0.14
  2018   10   01   16.17    0.36
  2018   10   02   16.60    0.79
  2018   10   03   16.27    0.48
  2018   10   04   16.30    0.51
  2018   10   05   16.03    0.24
  2018   10   06   16.00    0.21
  2018   10   07   16.17    0.38
  2018   10   08   16.30    0.53
  2018   10   09   16.17    0.40
  2018   10   10   16.43    0.66
  2018   10   11   16.27    0.50
  2018   10   12   16.43    0.66
  2018   10   13   16.03    0.27
  2018   10   14   16.60    0.84
  2018   10   15   17.03    1.27
  2018   10   16   16.53    0.77
  2018   10   17   16.17    0.41
  2018   10   18   16.23    0.45
  2018   10   19   16.00    0.22
  2018   10   20   15.87    0.09
  2018   10   21   16.10    0.32
  2018   10   22   16.13    0.35
  2018   10   23   16.10    0.29
  2018   10   24   16.10    0.29
  2018   10   25   16.47    0.66
  2018   10   26   16.23    0.42
  2018   10   27   16.03    0.22
  2018   10   28   15.87   -0.01
  2018   10   29   16.27    0.39
  2018   10   30   16.27    0.39
  2018   10   31   16.70    0.82
  2018   11   01   16.23    0.35
  2018   11   02   16.20    0.25
  2018   11   03   16.33    0.38
  2018   11   04   16.23    0.28
  2018   11   05   17.17    1.22
  2018   11   06   17.00    1.05
  2018   11   07   16.90    0.87
  2018   11   08   17.23    1.20
  2018   11   09   17.37    1.34
  2018   11   10   17.97    1.94
  2018   11   11   18.73    2.70
  2018   11   12   18.73    2.60
  2018   11   13   19.57    3.44
  2018   11   14   19.63    3.50
  2018   11   15   18.63    2.50
  2018   11   16   19.03    2.90
  2018   11   17   18.73    2.49
  2018   11   18   18.43    2.19
  2018   11   19   18.67    2.43
  2018   11   20   18.53    2.29
  2018   11   21   19.03    2.79
  2018   11   22   19.23    2.89
  2018   11   23   19.13    2.79
  2018   11   24   19.60    3.26
  2018   11   25   18.90    2.56
  2018   11   26   18.93    2.59
  2018   11   27   18.80    2.38
  2018   11   28   18.50    2.08
  2018   11   29   18.57    2.15
  2018   11   30   18.50    2.08
  2018   12   01   18.70    2.28
  2018   12   02   19.37    2.87
  2018   12   03   19.17    2.67
  2018   12   04   19.00    2.50
  2018   12   05   19.47    2.97
  2018   12   06   19.63    3.13
  2018   12   07   19.90    3.30
  2018   12   08   20.00    3.40
  2018   12   09   19.93    3.33
  2018   12   10   20.30    3.70
  2018   12   11   19.77    3.17
  2018   12   12   20.07    3.37
  2018   12   13   20.30    3.60
  2018   12   14   20.47    3.77
  2018   12   15   20.47    3.77
  2018   12   16   20.20    3.50
  2018   12   17   19.67    2.87
  2018   12   18   19.67    2.87
  2018   12   19   19.87    3.07
  2018   12   20   19.33    2.53
  2018   12   21   19.40    2.60
  2018   12   22   18.63    1.72
  2018   12   23   18.63    1.72
  2018   12   24   18.27    1.36
  2018   12   25   18.40    1.49
  2018   12   26   19.13    2.22
  2018   12   27   19.10    2.07
  2018   12   28   19.10    2.07
  2018   12   29   19.27    2.24
  2018   12   30   19.80    2.77
  2018   12   31   20.70    3.67
  2019   01   01   19.57    2.43
  2019   01   02   19.63    2.49
  2019   01   03   19.90    2.76
  2019   01   04   20.17    3.03
  2019   01   05   19.67    2.53
  2019   01   06   20.07    2.82
  2019   01   07   20.73    3.48
  2019   01   08   21.20    3.95
  2019   01   09   21.00    3.75
  2019   01   10   20.67    3.42
  2019   01   11   20.50    3.13
  2019   01   12   19.97    2.60
  2019   01   13   19.70    2.33
  2019   01   14   20.10    2.73
  2019   01   15   20.03    2.66
  2019   01   16   19.70    2.20
  2019   01   17   19.87    2.37
  2019   01   18   19.37    1.87
  2019   01   19   19.13    1.63
  2019   01   20   20.13    2.63
  2019   01   21   19.67    2.02
  2019   01   22   19.87    2.22
  2019   01   23   20.00    2.35
  2019   01   24   20.03    2.38
  2019   01   25   20.03    2.38
  2019   01   26   20.07    2.24
  2019   01   27   20.13    2.30
  2019   01   28   20.90    3.07
  2019   01   29   20.57    2.74
  2019   01   30   20.63    2.80
  2019   01   31   20.03    2.00
  2019   02   01   20.30    2.27
  2019   02   02   20.37    2.34
  2019   02   03   20.67    2.64
  2019   02   04   21.00    2.97
  2019   02   05   21.20    2.96
  2019   02   06   21.03    2.79
  2019   02   07   21.10    2.86
  2019   02   08   20.63    2.39
  2019   02   09   20.40    2.16
  2019   02   10   20.50    2.02
  2019   02   11   20.77    2.29
  2019   02   12   20.27    1.79
  2019   02   13   19.97    1.49
  2019   02   14   20.43    1.95
  2019   02   15   20.00    1.27
  2019   02   16   19.73    1.00
  2019   02   17   20.23    1.50
  2019   02   18   19.83    1.10
  2019   02   19   19.40    0.67
  2019   02   20   19.97    1.04
  2019   02   21   20.93    2.00
  2019   02   22   21.30    2.37
  2019   02   23   20.07    1.14
  2019   02   24   20.10    1.17
  2019   02   25   20.17    1.09
  2019   02   26   20.00    0.92
  2019   02   27   20.33    1.25
  2019   02   28   20.33    1.25
  2019   03   01   19.97    0.89
  2019   03   02   19.73    0.55
  2019   03   03   20.67    1.49
  2019   03   04   19.37    0.19
  2019   03   05   20.00    0.82
  2019   03   06   19.57    0.39
  2019   03   07   19.47    0.23
  2019   03   08   19.73    0.49
  2019   03   09   19.33    0.09
  2019   03   10   19.43    0.19
  2019   03   11   19.27    0.03
  2019   03   12   19.03   -0.20
  2019   03   13   18.77   -0.46
  2019   03   14   19.30    0.07
  2019   03   15   20.70    1.47
  2019   03   16   20.97    1.74
  2019   03   17   20.53    1.39
  2019   03   18   20.70    1.56
  2019   03   19   21.07    1.93
  2019   03   20   18.60   -0.54
  2019   03   21   18.83   -0.31
  2019   03   22   18.30   -0.71
  2019   03   23   18.27   -0.74
  2019   03   24   18.27   -0.74
  2019   03   25   18.70   -0.31
  2019   03   26   18.63   -0.38
  2019   03   27   18.10   -0.74
  2019   03   28   17.83   -1.01
  2019   03   29   17.67   -1.17
  2019   03   30   18.60   -0.24
  2019   03   31   17.73   -1.11
  2019   04   01   18.13   -0.52
  2019   04   02   18.13   -0.52
  2019   04   03   17.80   -0.85
  2019   04   04   18.10   -0.55
  2019   04   05   17.77   -0.88
  2019   04   06   17.80   -0.65
  2019   04   07   18.00   -0.45
  2019   04   08   18.07   -0.38
  2019   04   09   18.30   -0.15
  2019   04   10   19.10    0.65
  2019   04   11   18.87    0.65
  2019   04   12   18.93    0.71
  2019   04   13   18.67    0.45
  2019   04   14   18.77    0.55
  2019   04   15   18.60    0.38
  2019   04   16   18.10    0.09
  2019   04   17   17.93   -0.08
  2019   04   18   18.73    0.72
  2019   04   19   19.07    1.06
  2019   04   20   19.03    1.02
  2019   04   21   19.63    1.79
  2019   04   22   19.37    1.53
  2019   04   23   19.20    1.36
  2019   04   24   19.33    1.49
  2019   04   25   19.27    1.43
  2019   04   26   19.13    1.42
  2019   04   27   19.20    1.49
  2019   04   28   19.47    1.76
  2019   04   29   18.37    0.66
  2019   04   30   18.07    0.36
  2019   05   01   18.23    0.60
  2019   05   02   18.63    1.00
  2019   05   03   18.63    1.00
  2019   05   04   18.63    1.00
  2019   05   05   18.93    1.30
  2019   05   06   19.03    1.48
  2019   05   07   18.60    1.05
  2019   05   08   18.53    0.98
  2019   05   09   19.20    1.65
  2019   05   10   18.77    1.22
  2019   05   11   18.70    1.19
  2019   05   12   18.77    1.26
  2019   05   13   18.67    1.16
  2019   05   14   18.67    1.16
  2019   05   15   18.87    1.36
  2019   05   16   18.67    1.17
  2019   05   17   18.30    0.80
  2019   05   18   17.97    0.47
  2019   05   19   17.53    0.03
  2019   05   20   17.90    0.40
  2019   05   21   18.00    0.49
  2019   05   22   18.03    0.52
  2019   05   23   18.57    1.06
  2019   05   24   18.80    1.29
  2019   05   25   18.40    0.89
  2019   05   26   18.10    0.61
  2019   05   27   17.90    0.41
  2019   05   28   17.53    0.04
  2019   05   29   17.50    0.01
  2019   05   30   17.37   -0.12
  2019   05   31   17.77    0.33
  2019   06   01   17.53    0.09
  2019   06   02   17.00   -0.44
  2019   06   03   17.50    0.06
  2019   06   04   17.10   -0.34
  2019   06   05   17.20   -0.21
  2019   06   06   17.17   -0.24
  2019   06   07   17.17   -0.24
  2019   06   08   17.27   -0.14
  2019   06   09   17.33   -0.08
  2019   06   10   17.80    0.43
  2019   06   11   17.93    0.56
  2019   06   12   17.67    0.30
  2019   06   13   18.03    0.66
  2019   06   14   18.20    0.83
  2019   06   15   17.93    0.63
  2019   06   16   18.00    0.70
  2019   06   17   18.03    0.73
  2019   06   18   17.47    0.17
  2019   06   19   17.03   -0.27
  2019   06   20   16.63   -0.56
  2019   06   21   16.87   -0.32
  2019   06   22   16.63   -0.56
  2019   06   23   16.67   -0.52
  2019   06   24   16.73   -0.46
  2019   06   25   16.77   -0.33
  2019   06   26   17.00   -0.10
  2019   06   27   17.10    0.00
  2019   06   28   16.73   -0.37
  2019   06   29   17.00   -0.10
  2019   06   30   16.77   -0.24
  2019   07   01   16.87   -0.14
  2019   07   02   16.70   -0.31
  2019   07   03   16.67   -0.34
  2019   07   04   17.17    0.16
  2019   07   05   16.87   -0.05
  2019   07   06   16.70   -0.22
  2019   07   07   16.20   -0.72
  2019   07   08   16.60   -0.32
  2019   07   09   16.67   -0.25
  2019   07   10   17.00    0.16
  2019   07   11   16.30   -0.54
  2019   07   12   16.33   -0.51
  2019   07   13   16.23   -0.61
  2019   07   14   16.33   -0.51
  2019   07   15   16.23   -0.54
  2019   07   16   16.37   -0.40
  2019   07   17   16.60   -0.17
  2019   07   18   16.50   -0.27
  2019   07   19   16.87    0.10
  2019   07   20   16.57   -0.13
  2019   07   21   16.10   -0.60
  2019   07   22   16.27   -0.43
  2019   07   23   16.47   -0.23
  2019   07   24   16.53   -0.17
  2019   07   25   16.73    0.11
  2019   07   26   16.63    0.01
  2019   07   27   16.90    0.28
  2019   07   28   16.67    0.05
  2019   07   29   16.77    0.15
  2019   07   30   16.53   -0.04
  2019   07   31   16.23   -0.34
  2019   08   01   15.93   -0.64
  2019   08   02   16.00   -0.57
  2019   08   03   15.87   -0.70
  2019   08   04   16.30   -0.20
  2019   08   05   16.33   -0.17
  2019   08   06   15.73   -0.77
  2019   08   07   16.03   -0.47
  2019   08   08   16.13   -0.37
  2019   08   09   16.20   -0.23
  2019   08   10   16.03   -0.40
  2019   08   11   16.13   -0.30
  2019   08   12   16.33   -0.10
  2019   08   13   16.57    0.14
  2019   08   14   16.13   -0.22
  2019   08   15   15.83   -0.52
  2019   08   16   15.80   -0.55
  2019   08   17   15.73   -0.62
  2019   08   18   15.77   -0.58
  2019   08   19   15.63   -0.65
  2019   08   20   15.97   -0.31
  2019   08   21   16.27   -0.01
  2019   08   22   16.03   -0.25
  2019   08   23   15.73   -0.55
  2019   08   24   15.73   -0.48
  2019   08   25   15.60   -0.61
  2019   08   26   15.60   -0.61
  2019   08   27   15.77   -0.44
  2019   08   28   15.40   -0.81
  2019   08   29   16.10   -0.03
  2019   08   30   17.03    0.90
  2019   08   31   16.17    0.04
  2019   09   01   15.73   -0.40
  2019   09   02   16.13    0.00
  2019   09   03   16.20    0.14
  2019   09   04   15.97   -0.09
  2019   09   05   16.30    0.24
  2019   09   06   16.40    0.34
  2019   09   07   15.77   -0.29
  2019   09   08   15.97   -0.03
  2019   09   09   16.47    0.47
  2019   09   10   16.37    0.37
  2019   09   11   16.40    0.40
  2019   09   12   16.63    0.63
  2019   09   13   16.90    0.95
  2019   09   14   16.60    0.65
  2019   09   15   16.57    0.62
  2019   09   16   16.60    0.65
  2019   09   17   16.47    0.52
  2019   09   18   16.73    0.85
  2019   09   19   16.53    0.65
  2019   09   20   16.00    0.12
  2019   09   21   16.63    0.75
  2019   09   22   15.87   -0.01
  2019   09   23   16.00    0.16
  2019   09   24   15.13   -0.71
  2019   09   25   15.80   -0.04
  2019   09   26   15.63   -0.21
  2019   09   27   16.47    0.63
  2019   09   28   15.63   -0.18
  2019   09   29   15.87    0.06
  2019   09   30   15.87    0.06
  2019   10   01   15.63   -0.18
  2019   10   02   16.13    0.32
  2019   10   03   15.93    0.14
  2019   10   04   16.20    0.41
  2019   10   05   16.10    0.31
  2019   10   06   16.00    0.21
  2019   10   07   15.97    0.18
  2019   10   08   16.60    0.83
  2019   10   09   16.47    0.70
  2019   10   10   16.47    0.70
  2019   10   11   16.20    0.43
  2019   10   12   16.17    0.40
  2019   10   13   16.47    0.71
  2019   10   14   16.23    0.47
  2019   10   15   15.70   -0.06
  2019   10   16   16.57    0.81
  2019   10   17   16.00    0.24
  2019   10   18   16.37    0.59
  2019   10   19   16.10    0.32
  2019   10   20   15.83    0.05
  2019   10   21   16.23    0.45
  2019   10   22   16.50    0.72
  2019   10   23   16.60    0.79
  2019   10   24   15.87    0.06
  2019   10   25   16.33    0.52
  2019   10   26   15.97    0.16
  2019   10   27   16.03    0.22
  2019   10   28   16.07    0.19
  2019   10   29   15.97    0.09
  2019   10   30   16.43    0.55
  2019   10   31   16.23    0.35
  2019   11   01   16.57    0.69
  2019   11   02   16.20    0.25
  2019   11   03   16.07    0.12
  2019   11   04   15.93   -0.02
  2019   11   05   16.13    0.18
  2019   11   06   16.40    0.45
  2019   11   07   15.73   -0.30
  2019   11   08   16.07    0.04
  2019   11   09   15.93   -0.10
  2019   11   10   15.80   -0.23
  2019   11   11   16.13    0.10
  2019   11   12   15.97   -0.16
  2019   11   13   15.93   -0.20
  2019   11   14   15.97   -0.16
  2019   11   15   16.20    0.07
  2019   11   16   16.10   -0.03
  2019   11   17   15.80   -0.44
  2019   11   18   15.50   -0.74
  2019   11   19   15.77   -0.47
  2019   11   20   16.17   -0.07
  2019   11   21   15.67   -0.57
  2019   11   22   17.80    1.46
  2019   11   23   19.00    2.66
  2019   11   24   19.97    3.63
  2019   11   25   20.33    3.99
  2019   11   26   20.70    4.36
  2019   11   27   19.83    3.41
  2019   11   28   19.23    2.81
  2019   11   29   19.47    3.05
  2019   11   30   19.30    2.88
  2019   12   01   18.87    2.45
  2019   12   02   19.07    2.57
  2019   12   03   18.87    2.37
  2019   12   04   19.43    2.93
  2019   12   05   19.93    3.43
  2019   12   06   20.63    4.13
  2019   12   07   20.50    3.90
  2019   12   08   20.30    3.70
  2019   12   09   18.93    2.33
  2019   12   10   19.10    2.50
  2019   12   11   19.33    2.73
  2019   12   12   19.47    2.77
  2019   12   13   19.83    3.13
  2019   12   14   19.60    2.90
  2019   12   15   19.17    2.47
  2019   12   16   19.57    2.87
  2019   12   17   19.93    3.13
  2019   12   18   19.77    2.97
  2019   12   19   19.57    2.77
  2019   12   20   20.00    3.20
  2019   12   21   19.57    2.77
  2019   12   22   19.17    2.26
  2019   12   23   19.57    2.66
  2019   12   24   18.90    1.99
  2019   12   25   19.17    2.26
  2019   12   26   18.57    1.66
  2019   12   27   18.33    1.30
  2019   12   28   18.53    1.50
  2019   12   29   18.13    1.10
  2019   12   30   18.07    1.04
  2019   12   31   18.23    1.20
  2020   01   01   19.63    2.49
  2020   01   02   18.97    1.83
  2020   01   03   19.40    2.26
  2020   01   04   19.53    2.39
  2020   01   05   19.90    2.76
  2020   01   06   19.87    2.62
  2020   01   07   20.07    2.82
  2020   01   08   20.63    3.38
  2020   01   09   19.73    2.48
  2020   01   10   19.80    2.55
  2020   01   11   19.03    1.66
  2020   01   12   18.33    0.96
  2020   01   13   18.30    0.93
  2020   01   14   18.43    1.06
  2020   01   15   18.37    1.00
  2020   01   16   18.40    0.90
  2020   01   17   18.50    1.00
  2020   01   18   18.40    0.90
  2020   01   19   18.77    1.27
  2020   01   20   19.17    1.67
  2020   01   21   18.87    1.22
  2020   01   22   18.87    1.22
  2020   01   23   20.43    2.78
  2020   01   24   21.70    4.05
  2020   01   25   20.90    3.25
  2020   01   26   20.20    2.37
  2020   01   27   19.90    2.07
  2020   01   28   19.93    2.10
  2020   01   29   19.10    1.27
  2020   01   30   19.30    1.47
  2020   01   31   19.33    1.30
  2020   02   01   19.17    1.14
  2020   02   02   19.03    1.00
  2020   02   03   19.63    1.60
  2020   02   04   19.63    1.60
  2020   02   05   19.00    0.76
  2020   02   06   18.87    0.63
  2020   02   07   19.03    0.79
  2020   02   08   18.43    0.19
  2020   02   09   19.07    0.83
  2020   02   10   18.83    0.35
  2020   02   11   18.23   -0.25
  2020   02   12   18.60    0.12
  2020   02   13   18.13   -0.35
  2020   02   14   19.67    1.19
  2020   02   15   19.67    0.94
  2020   02   16   19.57    0.84
  2020   02   17   19.70    0.97
  2020   02   18   19.47    0.74
  2020   02   19   19.53    0.80
  2020   02   20   18.77   -0.16
  2020   02   21   19.40    0.47
  2020   02   22   18.87   -0.06
  2020   02   23   18.50   -0.43
  2020   02   24   19.10    0.17
  2020   02   25   18.77   -0.31
  2020   02   26   18.97   -0.11
  2020   02   27   19.33    0.25
  2020   02   28   19.63    0.55
  2020   02   29   19.53    0.45
  2020   03   01   18.67   -0.41
  2020   03   02   19.10   -0.08
  2020   03   03   18.90   -0.28
  2020   03   04   18.53   -0.65
  2020   03   05   18.73   -0.45
  2020   03   06   18.30   -0.88
  2020   03   07   18.03   -1.21
  2020   03   08   18.87   -0.37
  2020   03   09   18.77   -0.47
  2020   03   10   18.87   -0.37
  2020   03   11   18.47   -0.77
  2020   03   12   18.53   -0.70
%
% NaN: Dato no disponible
