% Temperatura Superficial del Mar y su anomalía
% Estación Costera San José (06°46'15"S, 79°58'00"W)
%  = Promedio diario de la Temperatura Superficial del Mar en grados Celsius (°C)
%    para los últimos 12 meses
%  = Anomalía diaria de la Temperatura Superficial del Mar en grados Celsius (°C)
%    con respecto a la Climatología de 1991-2010
%
% Consultas: cgrados@imarpe.gob.pe
%
% yyyy   mm   dd    TSM     ATSM
  2018   06   27   18.83   -0.17
  2018   06   28   18.83   -0.17
  2018   06   29   19.03    0.03
  2018   06   30   18.97    0.04
  2018   07   01   18.93    0.00
  2018   07   02   18.30   -0.63
  2018   07   03   18.20   -0.73
  2018   07   04   18.67   -0.26
  2018   07   05   18.57   -0.30
  2018   07   06   18.40   -0.47
  2018   07   07   18.37   -0.50
  2018   07   08   18.43   -0.44
  2018   07   09   18.67   -0.20
  2018   07   10   18.77   -0.07
  2018   07   11   18.73   -0.11
  2018   07   12   18.83   -0.01
  2018   07   13   18.83   -0.01
  2018   07   14   18.87    0.03
  2018   07   15   18.70   -0.09
  2018   07   16   18.83    0.04
  2018   07   17   18.90    0.11
  2018   07   18   18.97    0.18
  2018   07   19   18.87    0.08
  2018   07   20   19.33    0.57
  2018   07   21   18.87    0.11
  2018   07   22   18.80    0.04
  2018   07   23   18.90    0.14
  2018   07   24   18.90    0.14
  2018   07   25   18.97    0.23
  2018   07   26   18.97    0.23
  2018   07   27   19.03    0.29
  2018   07   28   19.23    0.49
  2018   07   29   19.30    0.56
  2018   07   30   18.87    0.13
  2018   07   31   19.07    0.33
  2018   08   01   19.10    0.36
  2018   08   02   18.93    0.19
  2018   08   03   18.97    0.23
  2018   08   04   18.97    0.25
  2018   08   05   18.93    0.21
  2018   08   06   19.00    0.28
  2018   08   07   18.90    0.18
  2018   08   08   18.90    0.18
  2018   08   09   18.50   -0.20
  2018   08   10   18.27   -0.43
  2018   08   11   18.37   -0.33
  2018   08   12   18.37   -0.33
  2018   08   13   18.37   -0.33
  2018   08   14   18.60   -0.08
  2018   08   15   18.93    0.25
  2018   08   16   19.03    0.35
  2018   08   17   18.93    0.25
  2018   08   18   19.10    0.42
  2018   08   19   19.50    0.81
  2018   08   20   19.57    0.88
  2018   08   21   18.90    0.21
  2018   08   22   19.30    0.61
  2018   08   23   19.00    0.31
  2018   08   24   19.30    0.58
  2018   08   25   19.03    0.31
  2018   08   26   19.10    0.38
  2018   08   27   19.23    0.51
  2018   08   28   19.63    0.91
  2018   08   29   19.93    1.20
  2018   08   30   19.77    1.04
  2018   08   31   19.77    1.04
  2018   09   01   19.87    1.14
  2018   09   02   19.90    1.17
  2018   09   03   20.00    1.24
  2018   09   04   19.77    1.01
  2018   09   05   18.93    0.17
  2018   09   06   19.00    0.24
  2018   09   07   18.60   -0.16
  2018   09   08   18.27   -0.50
  2018   09   09   19.07    0.30
  2018   09   10   18.53   -0.24
  2018   09   11   18.40   -0.37
  2018   09   12   18.43   -0.34
  2018   09   13   18.57   -0.23
  2018   09   14   18.27   -0.53
  2018   09   15   18.27   -0.53
  2018   09   16   18.70   -0.10
  2018   09   17   18.90    0.10
  2018   09   18   18.87    0.06
  2018   09   19   18.87    0.06
  2018   09   20   18.83    0.02
  2018   09   21   18.70   -0.11
  2018   09   22   19.17    0.36
  2018   09   23   19.30    0.48
  2018   09   24   19.37    0.55
  2018   09   25   19.23    0.41
  2018   09   26   19.40    0.58
  2018   09   27   19.30    0.48
  2018   09   28   19.27    0.42
  2018   09   29   19.40    0.55
  2018   09   30   19.27    0.42
  2018   10   01   19.67    0.82
  2018   10   02   19.40    0.55
  2018   10   03   19.43    0.57
  2018   10   04   18.63   -0.23
  2018   10   05   18.10   -0.76
  2018   10   06   18.23   -0.63
  2018   10   07   18.37   -0.49
  2018   10   08   19.20    0.33
  2018   10   09   19.23    0.36
  2018   10   10   20.43    1.56
  2018   10   11   17.33   -1.54
  2018   10   12   17.93   -0.94
  2018   10   13   17.83   -1.05
  2018   10   14   18.33   -0.55
  2018   10   15   18.10   -0.78
  2018   10   16   17.87   -1.01
  2018   10   17   18.00   -0.88
  2018   10   18   17.90   -1.01
  2018   10   19   17.83   -1.08
  2018   10   20   18.03   -0.88
  2018   10   21   17.93   -0.98
  2018   10   22   18.17   -0.74
  2018   10   23   18.60   -0.35
  2018   10   24   18.37   -0.58
  2018   10   25   18.97    0.02
  2018   10   26   18.83   -0.12
  2018   10   27   18.93   -0.02
  2018   10   28   18.93   -0.06
  2018   10   29   18.80   -0.19
  2018   10   30   18.47   -0.52
  2018   10   31   18.87   -0.12
  2018   11   01   18.60   -0.39
  2018   11   02   18.90   -0.14
  2018   11   03   18.97   -0.07
  2018   11   04   19.03   -0.01
  2018   11   05   19.97    0.93
  2018   11   06   20.07    1.03
  2018   11   07   20.10    0.97
  2018   11   08   20.03    0.90
  2018   11   09   20.13    1.00
  2018   11   10   20.20    1.07
  2018   11   11   20.03    0.90
  2018   11   12   20.70    1.46
  2018   11   13   21.67    2.43
  2018   11   14   21.93    2.69
  2018   11   15   21.77    2.53
  2018   11   16   21.60    2.36
  2018   11   17   21.60    2.24
  2018   11   18   21.73    2.37
  2018   11   19   21.13    1.77
  2018   11   20   20.80    1.44
  2018   11   21   20.90    1.54
  2018   11   22   20.90    1.43
  2018   11   23   20.80    1.33
  2018   11   24   21.27    1.80
  2018   11   25   21.23    1.76
  2018   11   26   21.03    1.56
  2018   11   27   21.10    1.52
  2018   11   28   20.23    0.65
  2018   11   29   20.07    0.49
  2018   11   30   20.23    0.65
  2018   12   01   20.17    0.59
  2018   12   02   20.13    0.45
  2018   12   03   20.10    0.42
  2018   12   04   20.37    0.69
  2018   12   05   20.43    0.75
  2018   12   06   20.70    1.02
  2018   12   07   20.70    0.93
  2018   12   08   21.10    1.33
  2018   12   09   21.17    1.40
  2018   12   10   21.50    1.73
  2018   12   11   20.37    0.60
  2018   12   12   21.20    1.31
  2018   12   13   21.73    1.84
  2018   12   14   21.70    1.81
  2018   12   15   21.83    1.94
  2018   12   16   21.80    1.91
  2018   12   17   20.63    0.62
  2018   12   18   20.13    0.12
  2018   12   19   20.20    0.19
  2018   12   20   20.67    0.66
  2018   12   21   21.03    1.02
  2018   12   22   21.10    0.99
  2018   12   23   20.47    0.36
  2018   12   24   21.07    0.96
  2018   12   25   21.53    1.42
  2018   12   26   22.00    1.89
  2018   12   27   22.63    2.29
  2018   12   28   22.33    1.99
  2018   12   29   22.63    2.29
  2018   12   30   21.90    1.56
  2018   12   31   22.13    1.79
  2019   01   01   22.03    1.57
  2019   01   02   22.40    1.94
  2019   01   03   21.67    1.21
  2019   01   04   21.37    0.91
  2019   01   05   22.23    1.77
  2019   01   06   21.57    1.02
  2019   01   07   21.27    0.72
  2019   01   08   21.03    0.48
  2019   01   09   21.83    1.28
  2019   01   10   21.67    1.12
  2019   01   11   21.73    1.02
  2019   01   12   21.83    1.12
  2019   01   13   21.83    1.12
  2019   01   14   21.03    0.32
  2019   01   15   21.60    0.89
  2019   01   16   21.17    0.33
  2019   01   17   21.10    0.26
  2019   01   18   20.97    0.13
  2019   01   19   21.17    0.33
  2019   01   20   21.07    0.23
  2019   01   21   22.70    1.71
  2019   01   22   22.73    1.74
  2019   01   23   23.10    2.11
  2019   01   24   23.23    2.24
  2019   01   25   23.27    2.28
  2019   01   26   22.53    1.34
  2019   01   27   22.60    1.41
  2019   01   28   22.20    1.01
  2019   01   29   22.60    1.41
  2019   01   30   22.43    1.24
  2019   01   31   22.47    1.00
  2019   02   01   22.30    0.83
  2019   02   02   22.57    1.10
  2019   02   03   22.50    1.03
  2019   02   04   22.80    1.33
  2019   02   05   23.33    1.53
  2019   02   06   23.33    1.53
  2019   02   07   23.20    1.40
  2019   02   08   23.27    1.47
  2019   02   09   21.77   -0.03
  2019   02   10   22.20    0.08
  2019   02   11   21.33   -0.79
  2019   02   12   21.33   -0.79
  2019   02   13   21.53   -0.59
  2019   02   14   21.17   -0.95
  2019   02   15   20.33   -2.10
  2019   02   16   21.00   -1.43
  2019   02   17   21.07   -1.36
  2019   02   18   21.47   -0.96
  2019   02   19   21.43   -1.00
  2019   02   20   23.30    0.59
  2019   02   21   23.80    1.09
  2019   02   22   24.40    1.69
  2019   02   23   24.33    1.62
  2019   02   24   24.47    1.76
  2019   02   25   21.37   -1.50
  2019   02   26   22.23   -0.64
  2019   02   27   22.40   -0.47
  2019   02   28   22.63   -0.24
  2019   03   01   22.43   -0.44
  2019   03   02   22.17   -0.74
  2019   03   03   22.23   -0.68
  2019   03   04   22.27   -0.64
  2019   03   05   22.37   -0.54
  2019   03   06   20.83   -2.08
  2019   03   07   20.17   -2.71
  2019   03   08   21.07   -1.81
  2019   03   09   21.23   -1.65
  2019   03   10   21.33   -1.55
  2019   03   11   21.53   -1.35
  2019   03   12   21.70   -1.06
  2019   03   13   21.33   -1.43
  2019   03   14   20.33   -2.43
  2019   03   15   20.73   -2.03
  2019   03   16   20.90   -1.86
  2019   03   17   20.80   -1.73
  2019   03   18   20.47   -2.06
  2019   03   19   20.53   -2.00
  2019   03   20   20.53   -2.00
  2019   03   21   20.60   -1.93
  2019   03   22   19.87   -2.39
  2019   03   23   19.80   -2.46
  2019   03   24   19.83   -2.43
  2019   03   25   19.93   -2.33
  2019   03   26   20.60   -1.66
  2019   03   27   19.70   -2.25
  2019   03   28   19.63   -2.32
  2019   03   29   19.57   -2.38
  2019   03   30   19.33   -2.62
  2019   03   31   19.37   -2.58
  2019   04   01   19.27   -2.39
  2019   04   02   19.13   -2.53
  2019   04   03   19.10   -2.56
  2019   04   04   19.50   -2.16
  2019   04   05   19.20   -2.46
  2019   04   06   19.27   -2.06
  2019   04   07   19.50   -1.83
  2019   04   08   19.80   -1.53
  2019   04   09   19.70   -1.63
  2019   04   10   19.80   -1.53
  2019   04   11   19.93   -1.09
  2019   04   12   19.93   -1.09
  2019   04   13   19.97   -1.05
  2019   04   14   20.03   -0.99
  2019   04   15   19.90   -1.12
  2019   04   16   19.90   -0.82
  2019   04   17   19.87   -0.85
  2019   04   18   20.10   -0.62
  2019   04   19   20.30   -0.42
  2019   04   20   21.17    0.45
  2019   04   21   21.20    0.70
  2019   04   22   21.23    0.73
  2019   04   23   21.10    0.60
  2019   04   24   20.90    0.40
  2019   04   25   20.73    0.23
  2019   04   26   21.00    0.68
  2019   04   27   20.77    0.45
  2019   04   28   20.73    0.41
  2019   04   29   20.87    0.55
  2019   04   30   20.07   -0.25
  2019   05   01   20.03   -0.14
  2019   05   02   20.43    0.26
  2019   05   03   20.67    0.50
  2019   05   04   20.87    0.70
  2019   05   05   20.90    0.73
  2019   05   06   20.93    0.86
  2019   05   07   20.13    0.06
  2019   05   08   20.77    0.70
  2019   05   09   20.57    0.50
  2019   05   10   20.00   -0.07
  2019   05   11   20.10    0.14
  2019   05   12   20.07    0.11
  2019   05   13   19.97    0.01
  2019   05   14   20.00    0.04
  2019   05   15   20.13    0.17
  2019   05   16   20.13    0.23
  2019   05   17   20.13    0.23
  2019   05   18   20.07    0.17
  2019   05   19   20.00    0.10
  2019   05   20   20.03    0.13
  2019   05   21   20.17    0.37
  2019   05   22   19.87    0.07
  2019   05   23   19.37   -0.43
  2019   05   24   19.67   -0.13
  2019   05   25   19.33   -0.47
  2019   05   26   19.47   -0.22
  2019   05   27   19.93    0.24
  2019   05   28   19.43   -0.26
  2019   05   29   17.83   -1.86
  2019   05   30   17.60   -2.09
  2019   05   31   18.07   -1.50
  2019   06   01   18.00   -1.57
  2019   06   02   17.90   -1.67
  2019   06   03   18.40   -1.17
  2019   06   04   18.77   -0.80
  2019   06   05   18.63   -0.83
  2019   06   06   18.80   -0.66
  2019   06   07   18.73   -0.73
  2019   06   08   18.47   -0.99
  2019   06   09   18.37   -1.09
  2019   06   10   18.53   -0.81
  2019   06   11   18.83   -0.51
  2019   06   12   19.10   -0.24
  2019   06   13   19.20   -0.14
  2019   06   14   19.33   -0.01
  2019   06   15   19.30    0.06
  2019   06   16   19.37    0.13
  2019   06   17   19.50    0.26
  2019   06   18   19.20   -0.04
  2019   06   19   19.17   -0.07
  2019   06   20   18.10   -1.01
  2019   06   21   17.63   -1.48
  2019   06   22   17.67   -1.44
  2019   06   23   17.67   -1.44
  2019   06   24   17.77   -1.34
  2019   06   25   17.73   -1.27
  2019   06   26   18.50   -0.50
  2019   06   27   18.37   -0.63
  2019   06   28   17.93   -1.07
  2019   06   29   17.53   -1.47
  2019   06   30   17.60   -1.33
  2019   07   01   17.57   -1.36
  2019   07   02   17.63   -1.30
  2019   07   03   17.73   -1.20
  2019   07   04   18.17   -0.76
  2019   07   05   18.37   -0.50
  2019   07   06   18.43   -0.44
  2019   07   07   18.27   -0.60
  2019   07   08   17.37   -1.50
  2019   07   09   17.23   -1.64
  2019   07   10   17.33   -1.51
  2019   07   11   17.43   -1.41
  2019   07   12   16.90   -1.94
  2019   07   13   16.73   -2.11
  2019   07   14   16.77   -2.07
  2019   07   15   16.90   -1.89
  2019   07   16   17.33   -1.46
  2019   07   17   17.43   -1.36
  2019   07   18   17.37   -1.42
  2019   07   19   17.37   -1.42
  2019   07   20   17.90   -0.86
  2019   07   21   17.63   -1.13
  2019   07   22   17.23   -1.53
  2019   07   23   17.40   -1.36
  2019   07   24   17.40   -1.36
  2019   07   25   17.27   -1.47
  2019   07   26   16.83   -1.91
  2019   07   27   16.83   -1.91
  2019   07   28   17.40   -1.34
  2019   07   29   16.87   -1.87
  2019   07   30   16.87   -1.87
  2019   07   31   17.17   -1.57
  2019   08   01   16.87   -1.87
  2019   08   02   17.73   -1.01
  2019   08   03   17.10   -1.64
  2019   08   04   16.97   -1.75
  2019   08   05   17.27   -1.45
  2019   08   06   17.00   -1.72
  2019   08   07   17.40   -1.32
  2019   08   08   16.87   -1.85
  2019   08   09   16.93   -1.77
  2019   08   10   16.93   -1.77
  2019   08   11   16.83   -1.87
  2019   08   12   17.27   -1.43
  2019   08   13   17.63   -1.07
  2019   08   14   17.73   -0.95
  2019   08   15   17.53   -1.15
  2019   08   16   17.07   -1.61
  2019   08   17   16.90   -1.78
  2019   08   18   16.87   -1.81
  2019   08   19   16.87   -1.82
  2019   08   20   17.30   -1.39
  2019   08   21   17.53   -1.16
  2019   08   22   17.33   -1.36
  2019   08   23   17.03   -1.66
  2019   08   24   16.97   -1.75
  2019   08   25   17.07   -1.65
  2019   08   26   16.87   -1.85
  2019   08   27   16.93   -1.79
  2019   08   28   17.13   -1.59
  2019   08   29   17.10   -1.63
  2019   08   30   17.23   -1.50
  2019   08   31   17.07   -1.66
  2019   09   01   17.80   -0.93
  2019   09   02   17.97   -0.76
  2019   09   03   18.03   -0.73
  2019   09   04   17.97   -0.79
  2019   09   05   18.67   -0.09
  2019   09   06   18.13   -0.63
  2019   09   07   17.60   -1.16
  2019   09   08   17.57   -1.20
  2019   09   09   17.77   -1.00
  2019   09   10   17.87   -0.90
  2019   09   11   17.60   -1.17
  2019   09   12   18.10   -0.67
  2019   09   13   18.20   -0.60
  2019   09   14   17.97   -0.83
  2019   09   15   18.23   -0.57
  2019   09   16   18.57   -0.23
  2019   09   17   19.03    0.23
  2019   09   18   18.53   -0.28
  2019   09   19   18.23   -0.58
  2019   09   20   18.27   -0.54
  2019   09   21   17.60   -1.21
  2019   09   22   17.83   -0.98
  2019   09   23   18.07   -0.75
  2019   09   24   17.60   -1.22
  2019   09   25   17.57   -1.25
  2019   09   26   17.60   -1.22
  2019   09   27   17.33   -1.49
  2019   09   28   17.97   -0.88
  2019   09   29   17.97   -0.88
  2019   09   30   18.10   -0.75
  2019   10   01   17.40   -1.45
  2019   10   02   17.60   -1.25
  2019   10   03   17.80   -1.06
  2019   10   04   17.80   -1.06
  2019   10   05   17.73   -1.13
  2019   10   06   17.70   -1.16
  2019   10   07   17.83   -1.03
  2019   10   08   17.83   -1.04
  2019   10   09   17.77   -1.10
  2019   10   10   17.67   -1.20
  2019   10   11   18.07   -0.80
  2019   10   12   18.10   -0.77
  2019   10   13   18.17   -0.71
  2019   10   14   17.87   -1.01
  2019   10   15   17.63   -1.25
  2019   10   16   18.03   -0.85
  2019   10   17   18.17   -0.71
  2019   10   18   18.10   -0.81
  2019   10   19   17.83   -1.08
  2019   10   20   17.67   -1.24
  2019   10   21   18.27   -0.64
  2019   10   22   17.87   -1.04
  2019   10   23   17.90   -1.05
  2019   10   24   17.83   -1.12
  2019   10   25   17.93   -1.02
  2019   10   26   18.03   -0.92
  2019   10   27   18.27   -0.68
  2019   10   28   18.20   -0.79
  2019   10   29   18.73   -0.26
  2019   10   30   18.67   -0.32
  2019   10   31   17.97   -1.02
  2019   11   01   18.93   -0.06
  2019   11   02   19.30    0.26
  2019   11   03   19.33    0.29
  2019   11   04   18.30   -0.74
  2019   11   05   17.93   -1.11
  2019   11   06   18.03   -1.01
  2019   11   07   17.90   -1.23
  2019   11   08   17.90   -1.23
  2019   11   09   17.80   -1.33
  2019   11   10   17.83   -1.30
  2019   11   11   17.87   -1.26
  2019   11   12   18.07   -1.17
  2019   11   13   18.00   -1.24
  2019   11   14   18.17   -1.07
  2019   11   15   18.27   -0.97
  2019   11   16   18.57   -0.67
  2019   11   17   17.63   -1.73
  2019   11   18   17.77   -1.59
  2019   11   19   17.60   -1.76
  2019   11   20   17.93   -1.43
  2019   11   21   18.17   -1.19
  2019   11   22   19.00   -0.47
  2019   11   23   19.50    0.03
  2019   11   24   19.90    0.43
  2019   11   25   21.10    1.63
  2019   11   26   21.60    2.13
  2019   11   27   21.40    1.82
  2019   11   28   20.73    1.15
  2019   11   29   20.70    1.12
  2019   11   30   20.53    0.95
  2019   12   01   20.60    1.02
  2019   12   02   21.03    1.35
  2019   12   03   21.13    1.45
  2019   12   04   21.77    2.09
  2019   12   05   21.40    1.72
  2019   12   06   21.63    1.95
  2019   12   07   22.73    2.96
  2019   12   08   23.07    3.30
  2019   12   09   22.63    2.86
  2019   12   10   21.83    2.06
  2019   12   11   21.37    1.60
  2019   12   12   21.43    1.54
  2019   12   13   21.37    1.48
  2019   12   14   20.90    1.01
  2019   12   15   21.37    1.48
  2019   12   16   21.23    1.34
  2019   12   17   21.37    1.36
  2019   12   18   20.60    0.59
  2019   12   19   20.57    0.56
  2019   12   20   20.73    0.72
  2019   12   21   21.07    1.06
  2019   12   22   21.37    1.26
  2019   12   23   21.67    1.56
  2019   12   24   21.67    1.56
  2019   12   25   21.63    1.52
  2019   12   26   21.33    1.22
  2019   12   27   20.67    0.33
  2019   12   28   20.77    0.43
  2019   12   29   21.00    0.66
  2019   12   30   20.17   -0.17
  2019   12   31   20.93    0.59
  2020   01   01   20.77    0.31
  2020   01   02   20.20   -0.26
  2020   01   03   21.03    0.57
  2020   01   04   21.40    0.94
  2020   01   05   21.87    1.41
  2020   01   06   20.87    0.32
  2020   01   07   21.10    0.55
  2020   01   08   21.20    0.65
  2020   01   09   22.13    1.58
  2020   01   10   22.17    1.62
  2020   01   11   21.27    0.56
  2020   01   12   21.37    0.66
  2020   01   13   20.17   -0.54
  2020   01   14   20.83    0.12
  2020   01   15   20.73    0.02
  2020   01   16   20.03   -0.81
  2020   01   17   20.07   -0.77
  2020   01   18   20.03   -0.81
  2020   01   19   19.97   -0.87
  2020   01   20   20.40   -0.44
  2020   01   21   20.83   -0.16
  2020   01   22   20.70   -0.29
  2020   01   23   21.37    0.38
  2020   01   24   23.33    2.34
  2020   01   25   24.23    3.24
  2020   01   26   24.43    3.24
  2020   01   27   22.37    1.18
  2020   01   28   22.63    1.44
  2020   01   29   22.40    1.21
  2020   01   30   22.40    1.21
  2020   01   31   22.03    0.56
  2020   02   01   21.83    0.36
  2020   02   02   21.83    0.36
  2020   02   03   22.03    0.56
  2020   02   04   21.57    0.10
  2020   02   05   21.27   -0.53
  2020   02   06   21.07   -0.73
  2020   02   07   20.50   -1.30
  2020   02   08   20.67   -1.13
  2020   02   09   21.33   -0.47
  2020   02   10   21.17   -0.95
  2020   02   11   21.20   -0.92
  2020   02   12   21.60   -0.52
  2020   02   13   21.40   -0.72
  2020   02   14   21.60   -0.52
  2020   02   15   21.60   -0.83
  2020   02   16   21.60   -0.83
  2020   02   17   21.63   -0.80
  2020   02   18   21.77   -0.66
  2020   02   19   21.37   -1.06
  2020   02   20   21.17   -1.54
  2020   02   21   21.23   -1.48
  2020   02   22   22.00   -0.71
  2020   02   23   21.13   -1.58
  2020   02   24   21.17   -1.54
  2020   02   25   21.63   -1.24
  2020   02   26   21.30   -1.57
  2020   02   27   22.20   -0.67
  2020   02   28   22.10   -0.77
  2020   02   29   22.10   -0.77
  2020   03   01   22.10   -0.77
  2020   03   02   22.07   -0.84
  2020   03   03   22.17   -0.74
  2020   03   04   22.13   -0.78
  2020   03   05   21.93   -0.98
  2020   03   06   22.10   -0.81
  2020   03   07   22.10   -0.78
  2020   03   08   22.20   -0.68
  2020   03   09   23.73    0.85
  2020   03   10   23.20    0.32
  2020   03   11   23.53    0.65
  2020   03   12   22.97    0.21
%
% NaN: Dato no disponible
